kanji,kana,meaning,local_score,moji_seen_count,moji_wrong_count,moji_right_count,migration_priority
銀座,ぎんざ,银座；繁华街；银币铸造厂,21,1,0,1,6.0
そば屋,そばや,荞麦面馆,22,1,0,1,6.0
どの,どの,哪一个,22,1,0,1,6.0
梨,なし,梨树，梨,23,1,0,1,6.0
道路,どうろ,路，道路，公路，马路,23,1,0,1,6.0
うーん,うーん,嗯……，这个……,24,1,0,1,6.0
ジョギング,じょぎんぐ,慢跑,24,1,0,1,6.0
こどもの日,こどものひ,日本儿童节（5月5日），日本节日之一；这一天也是从公元前开始的中国传统的“五节”之一“端午节”端午节的习俗约在7世纪传到日本，被叫作“端午の節句「たんごのせっく」”,25,1,0,1,6.0
ホンコン,ほんこん,HongKong香港,25,1,0,1,6.0
頭がいい,あたまがいい,脑子好，聪明,25,1,0,1,6.0
クレジットカード,くれじっとかーど,信用卡，信用记录卡,26,1,0,1,6.0
スイッチ,すいっち,电门，开关；转辙器，路闸；转换，交替,26,1,0,1,6.0
スペイン語,すぺいんご,西班牙语；西班牙语的,26,1,0,1,6.0
ノートパソコン,のーとぱそこん,notebook personal computer笔记本电脑,26,1,0,1,6.0
イチゴ,いちご,草莓，杨梅,27,1,0,1,6.0
企業,きぎょう,企业,27,1,0,1,6.0
気をつける,きをつける,小心，当心，警惕，留神,27,1,0,1,6.0
〜によって,〜によって,以……的手段、方法来……,28,1,0,1,6.0
モーツァルト,もーつぁると,Wolfgang Amadeus Mozart莫扎特,28,1,0,1,6.0
通勤,つうきん,上下班，通勤,28,1,0,1,6.0
間もなく,まもなく,没过多少时间的样子，不久，不多时，不大工夫，不一会儿，一会儿,28,1,0,1,6.0
韓国,かんこく,南朝鲜；韩国,28,1,0,1,6.0
韓国人,かんこくじん,韩国人,28,1,0,1,6.0
こんにちは,こんにちは,你好，您好,29,1,0,1,6.0
デザイナー,でざいなー,设计家，图案家,29,1,0,1,6.0
バドミントン,ばどみんとん,（Badminton）羽毛球，球类运动的一种，双方隔着网用球拍互打羽毛球的体育运动在格拉斯哥郡的伯明顿庄园形成游戏的原型，故名,29,1,0,1,6.0
広島,ひろしま,广岛市位于广岛县西南部，濒临广岛湾政令指定都市县府所在地中国地区的中心；广岛县位于日本中国地区中部、濑户内海一侧,29,1,0,1,6.0
最新,さいしん,最新,29,1,0,1,6.0
若しかしたら,もしかしたら,或许，可能,29,1,0,1,6.0
さようなら,さようなら,再见，告别,30,1,0,1,6.0
キャンプ,きゃんぷ,〔野営〕露营，野营；帐篷，帐幕，天幕；兵营；俘虏营,30,1,0,1,6.0
名産品,めいさんひん,名产，特产，当地有名的产品,30,1,0,1,6.0
もう少し,もうすこし,再稍微；差一点，几乎,31,1,0,1,6.0
アメリカ人,あめりかじん,美国人,31,1,0,1,6.0
オーストラリア人,おーすとらりあじん,澳大利亚人,31,1,0,1,6.0
ロック,ろっく,（lock）锁；上锁；锁死，抱死；（rock）摇滚乐；岩石；（John Locke）约翰·洛克,31,1,0,1,6.0
休憩時間,きゅうけいじかん,休息时间,31,1,0,1,6.0
女優,じょゆう,女演员,31,1,0,1,6.0
バラ,ばら,玫瑰，蔷薇,32,1,0,1,6.0
本屋,ほんや,书店,32,1,0,1,6.0
花屋,はなや,花商，花店，卖花的摊棚,32,1,0,1,6.0
～君,～くん,用于称呼男性或男孩，表示亲昵或尊敬；用于称呼比自己年轻的男性同事或下属,32,1,0,1,6.0
ミカン,みかん,橘子，柑橘，八朔日本原产柑橘,33,1,0,1,6.0
修学旅行,しゅうがくりょこう,修学旅行,34,1,0,1,6.0
研修生,けんしゅうせい,进修生；劳务输出人员,34,1,0,1,6.0
万里の長城,ばんりのちょうじょう,万里长城,35,1,0,1,6.0
塩辛い,しおからい,很咸,35,1,0,1,6.0
小野,おの,小野；小野区地名,35,1,0,1,6.0
英会話,えいかいわ,英语会话，用英语进行交谈,35,1,0,1,6.0
タイムサービス,たいむさーびす,报时业务，时段廉价销售,9,1,0,1,5.0
転勤,てんきん,转调工作地点,10,1,0,1,5.0
お母さん,おかあさん,妈妈，母亲,11,1,0,1,5.0
スケート,すけーと,skate冰鞋；冰刀；滑冰，溜冰,13,1,0,1,5.0
取り敢えず,とりあえず,暂时，姑且，首先，先；赶忙，赶快；急忙；匆匆忙忙,16,1,0,1,5.0
水筒,すいとう,水筒，水壶,20,1,0,1,5.0
京都,きょうと,京都，日本的都市之一,22,1,0,1,5.0
市街,しがい,繁华街区，大街；大街小巷,22,1,0,1,5.0
未だ,まだ,尚，还，未，仍；才，仅，不过,24,1,0,1,5.0
洗濯機,せんたくき,洗衣机,24,1,0,1,5.0
ハイキング,はいきんぐ,hiking郊游，徒步旅行，远足,25,1,0,1,5.0
リンゴ,りんご,苹果,26,1,0,1,5.0
携帯,けいたい,携带，随身带着；（「携帯電話」の略）手机,28,1,0,1,5.0
違う,ちがう,不一样；错误,28,1,0,1,5.0
駅前,えきまえ,（电车、地铁的）车站周边,28,1,0,1,5.0
～子,～こ,孩子；种子；子嗣；女子；微小的事物,29,1,0,1,5.0
デジカメ,でじかめ,digitalcamera数码相机,31,1,0,1,5.0
中,ちゅう,正在……；中间，中,33,1,0,1,5.0
月,げつ,月；月，“星期一”的省略,33,1,0,1,5.0
