kanji,kana,meaning,local_score,moji_seen_count,moji_wrong_count,moji_right_count,migration_priority
大きな,おおきな,大的，巨大的；重大的，非常的,13,1,0,1,8.0
如何,どう,如何，怎样的；怎么样,13,1,0,1,8.0
日本語,にほんご,日语,13,1,0,1,8.0
早い,はやい,早的,13,1,0,1,8.0
良く,よく,善于，做得好；仔细；充分地；热情地；好好地，很好地；常常地；动不动就；表达困难的情况下也完成了，竟然,13,1,0,1,8.0
話す,はなす,说话，讲话,13,1,0,1,8.0
靴,くつ,鞋子,13,1,0,1,8.0
あっ,あっ,啊，呀，哎呀感动时或吃惊时发出的声音,14,1,0,1,8.0
いえ,いえ,不；不是,14,1,0,1,8.0
ううん,ううん,不，不是,14,1,0,1,8.0
ウイスキー,ういすきー,whisky威士忌酒洋酒的一种将大麦、黑麦、玉米等用麦芽酶糖化，加入酵母，发酵后蒸馏制成的洋酒,14,1,0,1,8.0
カメラ,かめら,camera照相机；摄影机，摄相机,14,1,0,1,8.0
チーズ,ちーず,cheese干酪，乳酪，起司,14,1,0,1,8.0
メモ,めも,memo笔记，记录；备忘录，便条,14,1,0,1,8.0
其方,そちら,您，您的家人。；那边，那个；指示在对方身边的人,14,1,0,1,8.0
図書館,としょかん,図書館，图书馆,14,1,0,1,8.0
夏,なつ,夏天，夏季,14,1,0,1,8.0
奥さん,おくさん,您妻子，夫人，太太,14,1,0,1,8.0
小さな,ちいさな,小，微小的,14,1,0,1,8.0
晩,ばん,夜晚，晚上,14,1,0,1,8.0
椅子,いす,椅子；地位,14,1,0,1,8.0
毎朝,まいあさ,每天早上,14,1,0,1,8.0
紅茶,こうちゃ,红茶,14,1,0,1,8.0
素晴らしい,すばらしい,出色的，优秀的，了不起的，极好的，绝佳的,14,1,0,1,8.0
ああ,ああ,（悲伤、快乐或惊讶时）啊，哎呀；（答应时）啊,15,1,0,1,8.0
ウーロン茶,うーろんちゃ,乌龙茶,15,1,0,1,8.0
カラオケ,からおけ,卡拉OK，KTV,15,1,0,1,8.0
デパート,でぱーと,department store百货商店，百货商场,15,1,0,1,8.0
人気,にんき,人气，受欢迎,15,1,0,1,8.0
便利,べんり,便利,15,1,0,1,8.0
土曜日,どようび,周六,15,1,0,1,8.0
大好き,だいすき,非常喜欢,15,1,0,1,8.0
弾く,ひく,（用手演奏乐器）弹,15,1,0,1,8.0
昼,ひる,白天；中午,15,1,0,1,8.0
自転車,じてんしゃ,自行车,15,1,0,1,8.0
誰,だれ,谁,15,1,0,1,8.0
風邪,かぜ,感冒,15,1,0,1,8.0
うん,うん,是，是的,16,1,0,1,8.0
さあ,さあ,（催促或邀请别人）快，喂；（犹豫或感到为难时）唉,16,1,0,1,8.0
そして,そして,于是，然后,16,1,0,1,8.0
コーヒー,こーひー,咖啡,16,1,0,1,8.0
プール,ぷーる,pool人造游泳池；堆放场，停放场；pool储备,16,1,0,1,8.0
今,いま,现在，当前；立刻,16,1,0,1,8.0
僕,ぼく,（男子自称）我,16,1,0,1,8.0
公園,こうえん,公园,16,1,0,1,8.0
売る,うる,卖,16,1,0,1,8.0
安い,やすい,便宜的,16,1,0,1,8.0
楽しい,たのしい,愉快的，快乐的,16,1,0,1,8.0
渡す,わたす,交，给；渡过,16,1,0,1,8.0
濃い,こい,（颜色）深的；浓的；密的,16,1,0,1,8.0
焼き鳥,やきとり,烤鸡肉串,16,1,0,1,8.0
熱い,あつい,热的，烫的,16,1,0,1,8.0
着る,きる,穿衣服,16,1,0,1,8.0
終わり,おわり,终，末尾，结束,16,1,0,1,8.0
辞書,じしょ,词典，辞典，字典,16,1,0,1,8.0
郵便局,ゆうびんきょく,邮局,16,1,0,1,8.0
お客さん,おきゃくさん,客人；顾客,17,1,0,1,8.0
どれぐらい,どれぐらい,多少,17,1,0,1,8.0
アパート,あぱーと,公寓,17,1,0,1,8.0
中華料理,ちゅうかりょうり,中国菜,17,1,0,1,8.0
何れ,どれ,哪个；哪些；哪一个；哪一些,17,1,0,1,8.0
傘,かさ,雨伞,17,1,0,1,8.0
写真,しゃしん,照片,17,1,0,1,8.0
帰る,かえる,回去,17,1,0,1,8.0
遊ぶ,あそぶ,玩，游玩,17,1,0,1,8.0
難しい,むずかしい,难的,17,1,0,1,8.0
パーティー,ぱーてぃー,party（社交性或娱乐性）会，集会；茶会，舞会，晚会，联欢会，聚餐会；〔特指登山中的〕小队，小组，一行，一队,18,1,0,1,8.0
初めて,はじめて,初次，第一次,18,1,0,1,8.0
大丈夫,だいじょうぶ,没问题，不要紧,18,1,0,1,8.0
寒い,さむい,（天气）冷的,18,1,0,1,8.0
思う,おもう,认为，想,18,1,0,1,8.0
易しい,やさしい,容易的，简单的,18,1,0,1,8.0
綺麗,きれい,漂亮；美丽；干净；整洁,18,1,0,1,8.0
自分,じぶん,自己；我,18,1,0,1,8.0
話,はなし,话；话题，事情；故事,18,1,0,1,8.0
達,たち,们；等；等等,18,1,0,1,8.0
どうも,どうも,非常，很；怎么也（不）；总觉得,19,1,0,1,8.0
元気,げんき,精神，活力；有精神,19,1,0,1,8.0
先月,せんげつ,上个月,19,1,0,1,8.0
友達,ともだち,朋友,19,1,0,1,8.0
本,ほん,书本，书籍,19,1,0,1,8.0
来月,らいげつ,下个月,19,1,0,1,8.0
横,よこ,横；侧面，旁边；躺下,19,1,0,1,8.0
洗濯,せんたく,洗衣服,19,1,0,1,8.0
結婚,けっこん,结婚,19,1,0,1,8.0
電車,でんしゃ,电车,19,1,0,1,8.0
いくつ,いくつ,几个；几岁,20,1,0,1,8.0
こちら,こちら,（指示说话者所在的方向或地点）这里；（说话者或说话者旁边的人）这个，这位,20,1,0,1,8.0
コピー,こぴー,copy抄本，誊本，副本；文稿；〈映〉拷贝，正片,20,1,0,1,8.0
パン,ぱん,面包；平锅，带柄煎锅,20,1,0,1,8.0
以外,いがい,以外,20,1,0,1,8.0
何時も,いつも,无论何时，经常；日常，平日，往常,20,1,0,1,8.0
冬休み,ふゆやすみ,寒假,20,1,0,1,8.0
忙しい,いそがしい,忙碌的,20,1,0,1,8.0
授業,じゅぎょう,授业，上课,20,1,0,1,8.0
時間,じかん,时间，时刻,20,1,0,1,8.0
来週,らいしゅう,下周,20,1,0,1,8.0
電話,でんわ,打电话,20,1,0,1,8.0
顔,かお,脸；表情；面子；人,20,1,0,1,8.0
ちゃん,ちゃん,在名字前加上“阿”字，表示亲昵。比如“阿姨”（おばちゃん，如幼儿园的老师）。在南方，人们会从名字中选择一个字，加上“ちゃん”或“さん”，如“阿林”（アリンちゃん）、“阿丽”（アリちゃん）。如果名字有两个字，就选择其中一个字加上“ちゃん”或“さん”。；接在名字后表示亲热；称呼父亲的俚语。自江户时代以来它已被普通民众使用,21,1,0,1,8.0
ですから,ですから,因此,21,1,0,1,8.0
エレベーター,えれべーたー,电梯；升降机,21,1,0,1,8.0
クリスマス,くりすます,Christmas圣诞节,21,1,0,1,8.0
ジュース,じゅーす,juice 汁，汁液,21,1,0,1,8.0
仕事,しごと,工作，职业,21,1,0,1,8.0
会社員,かいしゃいん,会社员,21,1,0,1,8.0
再来週,さらいしゅう,下下周，下下星期,21,1,0,1,8.0
問題,もんだい,问题，题目；麻烦事,21,1,0,1,8.0
歓迎会,かんげいかい,迎新会,21,1,0,1,8.0
水曜日,すいようび,周三,21,1,0,1,8.0
終わる,おわる,结束,21,1,0,1,8.0
美味しい,おいしい,好吃；好喝，可口，味道鲜美，味美；清新,21,1,0,1,8.0
連休,れんきゅう,连续的假日，连休,21,1,0,1,8.0
青,あお,蓝色；青色，绿色；绿灯,21,1,0,1,8.0
いいえ,いいえ,（表示否定）不是，不对,22,1,0,1,8.0
ケーキ,けーき,cake蛋糕，洋点心，西洋糕点,22,1,0,1,8.0
シーディー,しーでぃー,Compact Disc光盘,22,1,0,1,8.0
中,なか,内部，里面；其中,22,1,0,1,8.0
大きい,おおきい,大的；程度高的；年长的,22,1,0,1,8.0
始まる,はじまる,开始,22,1,0,1,8.0
歌う,うたう,唱歌,22,1,0,1,8.0
毎週,まいしゅう,每周,22,1,0,1,8.0
登る,のぼる,登上,22,1,0,1,8.0
窓,まど,窗户,22,1,0,1,8.0
良い,いい,好，良好，优良，优秀，优异；善良；聪明；要好；贵重，高贵，珍贵；高尚，高雅；美丽；漂亮；晴朗，爽朗；舒适，舒服，舒畅；好，佳，吉，喜庆；合适，正好，好；恰当，适当；恰好，凑巧；好；对；行，可以；够了；(对……)有效；有好处；适合于……；(感情)和睦，亲密,22,1,0,1,8.0
お兄さん,おにいさん,哥哥；对年轻男子的称呼,23,2,0,2,8.0
だから,だから,因此，所以,23,1,0,1,8.0
ゴルフ,ごるふ,（Golf）高尔夫球,23,1,0,1,8.0
切符,きっぷ,（车、船等的）票,23,1,0,1,8.0
妹,いもうと,（自己的）妹妹,23,1,0,1,8.0
涼しい,すずしい,（天气）凉爽的，凉快的,23,1,0,1,8.0
白い,しろい,白色的；空白的,23,1,0,1,8.0
言葉,ことば,语言，话，词,23,1,0,1,8.0
静か,しずか,安静；平静；悄悄地,23,1,0,1,8.0
あれ,あれ,（表示离双方都有距离的）那个；（指之前发生过的，你和对方都熟悉的事情）那时,24,1,0,1,8.0
お腹,おなか,肚子，女性用语,24,1,0,1,8.0
お茶,おちゃ,茶；工作间隙中的短暂休息,24,1,0,1,8.0
お金,おかね,钱，货币,24,2,0,2,8.0
ワイン,わいん,wine葡萄酒，红酒,24,1,0,1,8.0
何時,いつ,何时，几时，什么时候；永久；总是；随时；经常；平时,24,1,0,1,8.0
先週,せんしゅう,上周,24,1,0,1,8.0
分かる,わかる,明白，懂；知道,24,1,0,1,8.0
彼方,あちら,那里，那个；他，她，那个人,24,1,0,1,8.0
昨夜,ゆうべ,昨夜，昨晚,24,1,0,1,8.0
死ぬ,しぬ,死亡,24,1,0,1,8.0
猫,ねこ,猫,24,1,0,1,8.0
背,せ,身高,24,1,0,1,8.0
色,いろ,颜色；肤色；种类,24,1,0,1,8.0
降りる,おりる,下车,24,1,0,1,8.0
何,なん,什么,25,1,0,1,8.0
家,いえ,房子；家庭,25,1,0,1,8.0
父,ちち,（跟别人提及时）爸爸，父亲,25,1,0,1,8.0
皆,みんな,全体，大家；全，都，皆，一切,25,1,0,1,8.0
英語,えいご,英语,25,1,0,1,8.0
行く,いく,去,25,1,0,1,8.0
起きる,おきる,站起来；起床；没睡觉；发生,25,1,0,1,8.0
えっ,えっ,（惊讶或觉得奇怪时）哎，啊,26,1,0,1,8.0
カレー,かれー,(英) curry ;〈料理〉咖喱，加哩,26,1,0,1,8.0
サッカー,さっかー,soccer足球,26,1,0,1,8.0
ベッド,べっど,床,26,1,0,1,8.0
ホテル,ほてる,hotel 宾馆，饭店，旅馆,26,1,0,1,8.0
今日,きょう,今天,26,1,0,1,8.0
休み,やすみ,休息；假日；就寝,26,1,0,1,8.0
帰国,きこく,回国,26,1,0,1,8.0
日曜日,にちようび,周日,26,1,0,1,8.0
自動車,じどうしゃ,自动车，汽车,26,1,0,1,8.0
お湯,おゆ,热水，开水,27,2,0,2,8.0
たぶん,たぶん,大概，大约,27,1,0,1,8.0
もっと,もっと,更加,27,1,0,1,8.0
バス,ばす,bus公共汽车,27,1,0,1,8.0
世界,せかい,世界,27,1,0,1,8.0
先に,さきに,之前，以前,27,1,0,1,8.0
午後,ごご,下午，午后,27,1,0,1,8.0
危ない,あぶない,危险的,27,1,0,1,8.0
可愛い,かわいい,讨人喜欢；宝贵的；小巧玲珑,27,1,0,1,8.0
夜,よる,晚上，夜间,27,1,0,1,8.0
嫌い,きらい,讨厌，不喜欢；（…のきらいがある）不好的倾向,27,1,0,1,8.0
新しい,あたらしい,新的,27,1,0,1,8.0
火曜日,かようび,周二,27,1,0,1,8.0
絵,え,画，绘画,27,1,0,1,8.0
雪,ゆき,雪,27,1,0,1,8.0
もしもし,もしもし,（打电话时）喂；（对不认识的人的称呼）喂,28,1,0,1,8.0
アルバム,あるばむ,album相片簿，照相簿，影集；纪念册；歌曲唱片集专辑,28,1,0,1,8.0
ジェーアール,じぇーあーる,JR，日本国有铁道,28,1,0,1,8.0
上手,じょうず,擅长，高明,28,1,0,1,8.0
如何して,どうして,为何；怎么样；岂止；怎么能；诶呀,28,1,0,1,8.0
月曜日,げつようび,周一,28,1,0,1,8.0
留学生,りゅうがくせい,留学生,28,1,0,1,8.0
皆さん,みなさん,各位，诸位,28,1,0,1,8.0
私,わたし,我,28,1,0,1,8.0
足,あし,脚，腿,28,1,0,1,8.0
鉛筆,えんぴつ,铅笔,28,1,0,1,8.0
どのぐらい,どのぐらい,大约多少；多久；多远,29,1,0,1,8.0
エスカレーター,えすかれーたー,escalator自动扶梯；能自动升学、晋级的机制,29,1,0,1,8.0
ビール,びーる,beer啤酒,29,1,0,1,8.0
一緒に,いっしょに,一起，一同,29,1,0,1,8.0
余り,あまり,剩余，余剩，剩下；剩下的数，余数；过度……的结果，因过于……而……；（不）怎样，（不）很，（不）大；太，过分,29,1,0,1,8.0
勉強,べんきょう,学习,29,1,0,1,8.0
喫茶店,きっさてん,咖啡厅，茶馆,29,1,0,1,8.0
夏休み,なつやすみ,暑假,29,1,0,1,8.0
天ぷら,てんぷら,天妇罗（一种鱼和蔬菜等裹上面粉后油炸的食物）,29,1,0,1,8.0
書類,しょるい,文件，资料,29,1,0,1,8.0
確かめる,たしかめる,弄清，查明,29,1,0,1,8.0
資料,しりょう,资料,29,1,0,1,8.0
開く,あく,打开，开着,29,1,0,1,8.0
電気,でんき,电；电灯,29,1,0,1,8.0
コーラ,こーら,可乐；cola柯拉树，柯拉子,30,1,0,1,8.0
スキー,すきー,ski，滑雪；滑雪橇，滑雪板,30,1,0,1,8.0
トイレ,といれ,（宠物用）砂盆；toiletトイレット的缩略，厕所，化妆室,30,1,0,1,8.0
一番,いちばん,第一，最好；最,30,1,0,1,8.0
営業部,えいぎょうぶ,销售部门,30,1,0,1,8.0
散歩,さんぽ,散步,30,1,0,1,8.0
暖かい,あたたかい,（天气）暖和的,30,1,0,1,8.0
本当に,ほんとうに,真正地,30,1,0,1,8.0
毎回,まいかい,每次，每回,30,1,0,1,8.0
練習,れんしゅう,练习,30,1,0,1,8.0
船,ふね,船,30,1,0,1,8.0
製品,せいひん,制品；产品；成品,30,1,0,1,8.0
コンビニ,こんびに,convenience store便利店,31,1,0,1,8.0
ノート,のーと,笔记，备忘录；注解，注释；笔记本，本子；〈楽〉音符；记笔记,31,1,0,1,8.0
冷たい,つめたい,冰凉的；冷淡的,31,1,0,1,8.0
彼処,あそこ,那里，那儿,31,1,0,1,8.0
朝,あさ,早晨，早上,31,1,0,1,8.0
犬,いぬ,狗,31,1,0,1,8.0
看板,かんばん,招牌,31,1,0,1,8.0
貴方,あなた,您；你；你,31,1,0,1,8.0
重い,おもい,重的；沉重的；严重的,31,1,0,1,8.0
飲み物,のみもの,饮料,31,1,0,1,8.0
饂飩,うどん,乌冬面,31,1,0,1,8.0
ディズニーランド,でぃずにーらんど,迪士尼乐园,32,1,0,1,8.0
浴びる,あびる,淋，沐浴；晒，照,32,1,0,1,8.0
音,おと,（非生命物体发出的）声音,32,1,0,1,8.0
でも,でも,然而，可是；即使……也,33,1,0,1,8.0
はい,はい,是的，对的,33,1,0,1,8.0
テレビ,てれび,television电视（机）,33,1,0,1,8.0
何方,どちら,哪边，哪面，哪儿；哪个,33,1,0,1,8.0
大変,たいへん,麻烦，够呛；非常,33,1,0,1,8.0
学校,がっこう,学校,33,1,0,1,8.0
寝る,ねる,睡觉；躺着,33,1,0,1,8.0
煩い,うるさい,嘈杂，烦人的；烦人的，纠缠不休难以忍受；话多，爱唠叨人；说三道四，挑剔；厌恶，麻烦而令人讨厌,33,1,0,1,8.0
面白い,おもしろい,有趣的；快乐的，愉快的,33,1,0,1,8.0
医者,いしゃ,医生,34,1,0,1,8.0
日本,にほん,日本,34,1,0,1,8.0
春,はる,春天，春季,34,1,0,1,8.0
木曜日,もくようび,周四,34,1,0,1,8.0
歌,うた,歌曲,34,1,0,1,8.0
痛い,いたい,疼痛的；痛苦的,34,1,0,1,8.0
皮,かわ,皮，表皮,34,1,0,1,8.0
眼鏡,めがね,眼镜,34,1,0,1,8.0
色々,いろいろ,各种各样、形形色色、种类繁多；种种、方方面面；各种颜色，多种颜色,34,1,0,1,8.0
詰まらない,つまらない,无聊的，无趣的；无聊的，没意思，没兴趣的；无用的无价值的；划不来，倒霉；不上算,34,1,0,1,8.0
青い,あおい,蓝色的；绿色的；苍白的；不成熟的,34,1,0,1,8.0
その,その,（指代对方附近的物品）那个,35,1,0,1,8.0
とても,とても,很，非常,35,1,0,1,8.0
タクシー,たくしー,taxi出租汽车；的士；计程车,35,1,0,1,8.0
マンション,まんしょん,[英]mansion高级公寓,35,1,0,1,8.0
休む,やすむ,休息，请假,35,1,0,1,8.0
先生,せんせい,对老师、医生、律师等的敬称,35,1,0,1,8.0
暑い,あつい,（天气）热的,35,1,0,1,8.0
遅い,おそい,晚的；迟缓的,35,1,0,1,8.0
全然,ぜんぜん,完全（不），根本（不）,8,1,0,1,7.0
展覧会,てんらんかい,展览会,8,1,0,1,7.0
矢張り,やはり,仍然，依然，还是，照旧；也，同样，又；毕竟还是，归根结底；（虽然）……但仍，（尽管）……还是；果然,8,1,0,1,7.0
テニス,てにす,tennis网球,9,1,0,1,7.0
小説,しょうせつ,小说,9,1,0,1,7.0
息子,むすこ,儿子,9,1,0,1,7.0
森,もり,森林,9,1,0,1,7.0
泥棒,どろぼう,小偷,9,1,0,1,7.0
ほら,ほら,（用于提醒）喏，瞧,10,1,0,1,7.0
携帯電話,けいたいでんわ,手机,10,1,0,1,7.0
春節,しゅんせつ,（中国）春节，农历新年，大年初一,10,1,0,1,7.0
ゴミ,ごみ,垃圾，尘土；ごみ,11,1,0,1,7.0
お嬢さん,おじょうさん,"令爱,（您的）女儿；千金；小姐，姑娘；女青年；娇生惯养的小姐",12,1,0,1,7.0
気,き,气，空气；心情；性质,12,1,0,1,7.0
わあ,わあ,（表示惊讶或吓人）哇,13,1,0,1,7.0
始める,はじめる,开始,13,1,0,1,7.0
怖い,こわい,可怕的，令人害怕的,13,1,0,1,7.0
自然,しぜん,大自然；自然地,13,1,0,1,7.0
もちろん,もちろん,当然,14,1,0,1,7.0
嬉しい,うれしい,高兴，快活，喜悦，欢喜,14,1,0,1,7.0
お土産,おみやげ,纪念品，土产,15,1,0,1,7.0
それで,それで,因此，所以；（表示催促）那么，后来,15,1,0,1,7.0
ビル,びる,ビルディング（building）的缩写大楼，高楼，大厦,15,1,0,1,7.0
レポート,れぽーと,report报告；报道，通讯；报告书；学术研究报告,15,1,0,1,7.0
決める,きめる,决定,15,1,0,1,7.0
準備,じゅんび,准备,15,1,0,1,7.0
漫画,まんが,漫画，连环画,15,1,0,1,7.0
明日,あした,明天,16,1,0,1,7.0
パソコン,ぱそこん,Personal Computer个人电脑，计算机,17,1,0,1,7.0
不便,ふべん,不便，不方便,17,1,0,1,7.0
急,きゅう,突然的；紧急的；陡峭的，角度大的,17,1,0,1,7.0
火,ひ,火,17,1,0,1,7.0
コンサート,こんさーと,音乐会，演奏会,18,1,0,1,7.0
チェック,ちぇっく,check核对，检查核对；支票；方格花纹，格子，花格；检验（记号），核对（记号）；打记号；牵制；阻止；抑制；<国际象棋>将军将；帅,18,1,0,1,7.0
考える,かんがえる,考虑,18,1,0,1,7.0
ところで,ところで,（转换话题时）对了,19,1,0,1,7.0
ビデオ,びでお,video影像，录像，视频；录像带，摄像机，录像机,19,1,0,1,7.0
味,あじ,味道；趣味,19,1,0,1,7.0
心配,しんぱい,担心；操心,19,1,0,1,7.0
中国語,ちゅうごくご,中文，汉语,20,1,0,1,7.0
そろそろ,そろそろ,快要，就要（做某事）,21,1,0,1,7.0
夜中,よなか,深夜，半夜,21,1,0,1,7.0
矢っ張り,やっぱり,还是，仍然，依然，也；毕竟还是,21,1,0,1,7.0
ええと,ええと,（犹豫或思考时）啊，嗯,22,1,0,1,7.0
大体,だいたい,概要；大致；本来,22,1,0,1,7.0
社会人,しゃかいじん,社会成员，社会一员，参加工作的人；社会人,22,1,0,1,7.0
凄い,すごい,可怕的，骇人的；阴森可怕的；了不起的，好得很的；非常的厉害的,23,1,0,1,7.0
眠い,ねむい,有睡意的，犯困的,23,1,0,1,7.0
約束,やくそく,约定；规则,23,1,0,1,7.0
十分,じゅうぶん,足够，充分，充足,24,1,0,1,7.0
喉,のど,喉咙，嗓子,24,1,0,1,7.0
桜,さくら,樱花，樱花树,24,1,0,1,7.0
あら,あら,唉呀！哎哟！,25,1,0,1,7.0
アメリカ,あめりか,美国;美洲,25,1,0,1,7.0
パスポート,ぱすぽーと,护照；身分证,25,1,0,1,7.0
今度,こんど,这次或下次；最近，上次,25,1,0,1,7.0
是非,ぜひ,是非；正确与错误，对与不对；善恶，好与坏；务必，必须；一定；无论如何；非……不可,25,1,0,1,7.0
夢,ゆめ,梦；理想；幻想；虚幻,26,1,0,1,7.0
斯う,こう,如此，这样，这么；啊，嗯，这个,26,1,0,1,7.0
今夜,こんや,今晚,27,1,0,1,7.0
そんなに,そんなに,那样地，那么地；那么,28,1,0,1,7.0
中々,なかなか,颇，很；（后常接否定）（不）简单，（不）容易；『古』反而；『古』（后接否定）绝不，无论如何也不,28,1,0,1,7.0
最近,さいきん,最近,28,1,0,1,7.0
無理,むり,不合理；勉强，难以办到；强行,28,1,0,1,7.0
ピアノ,ぴあの,（piano）钢琴；〈楽〉微弱地，轻奏,29,1,0,1,7.0
早く,はやく,早早；早，早就；快，迅速,29,1,0,1,7.0
社長,しゃちょう,社长,29,1,0,1,7.0
偶に,たまに,有时，偶尔,30,1,0,1,7.0
日,ひ,太阳；白天；天,30,1,0,1,7.0
予定,よてい,预定，计划,31,1,0,1,7.0
優しい,やさしい,温柔的，体贴的；优美的,31,1,0,1,7.0
火事,かじ,火灾,32,1,0,1,7.0
空く,すく,稀疏，空旷；某个空间里的人、物数量减少；饥饿，肚子空，肚子饿；有空闲,32,1,0,1,7.0
髪,かみ,头发,32,1,0,1,7.0
コンピューター,こんぴゅーたー,computer（电子）计算机，电脑,33,1,0,1,7.0
玩具,おもちゃ,玩具，玩意儿；玩物，玩弄品,33,1,0,1,7.0
集める,あつめる,集合，集中，收集,33,1,0,1,7.0
特に,とくに,特别,34,1,0,1,7.0
予約,よやく,预约,35,1,0,1,7.0
止める,やめる,停止，中止；放弃；取消，作罢；戒，忌,35,1,0,1,7.0
海岸,かいがん,海岸，海边,35,1,0,1,7.0
駐車場,ちゅうしゃじょう,停车场,35,1,0,1,7.0
それ,それ,（表示离对方近的东西）那个,8,1,0,1,6.0
やる,やる,做；（上级给下级，人给动物等）给,8,1,0,1,6.0
バーベキュー,ばーべきゅー,(英) barbecue ;（野游时吃的）烤肉；烤肉架,8,1,0,1,6.0
ラケット,らけっと,racket球拍,8,1,0,1,6.0
京劇,きょうげき,京剧,8,1,0,1,6.0
周辺,しゅうへん,周边，四周,8,1,0,1,6.0
絶対に,ぜったいに,绝对，肯定（常和否定形一起使用）,8,1,0,1,6.0
お弁当,おべんとう,便当，盒饭,9,1,0,1,6.0
お早う,おはよう,早啊，您早，早安,9,1,0,1,6.0
シャンハイ,しゃんはい,上海,9,1,0,1,6.0
フェリー,ふぇりー,ferry渡轮，用于载人、载车渡过江、河、湖、海的船的简称,9,1,0,1,6.0
初心者,しょしんしゃ,初学者,9,1,0,1,6.0
この,この,（指代靠近说话者的事物）这个,10,1,0,1,6.0
恋愛,れんあい,爱情，恋爱,10,1,0,1,6.0
新幹線,しんかんせん,新干线,10,1,0,1,6.0
生ビール,なまびーる,鲜(生)啤酒,10,1,0,1,6.0
～中,～じゅう,整个；全部；始终；持续,10,1,0,1,6.0
お先に失礼します,おさきにしつれいします,我先告辞了；我先失陪了；我先走了,11,1,0,1,6.0
お酒,おさけ,酒（详见「さけ」）,11,1,0,1,6.0
よろしくお願いします,よろしくおねがいします,请多多关照请多指教,11,1,0,1,6.0
サッカーボール,さっかーぼーる,soccerball足球,11,1,0,1,6.0
表,ひょう,表，表格，图表；上书，上表,11,1,0,1,6.0
送別会,そうべつかい,饯别宴会，欢送会辞别宴会,11,1,0,1,6.0
まあまあ,まあまあ,大致，还算；好了好了，行了行了；表示惊讶感叹,12,1,0,1,6.0
図書室,としょしつ,图书室,12,1,0,1,6.0
学者,がくしゃ,学者,12,1,0,1,6.0
サービス,さーびす,service（免费）服务；（商品的）售后服务，保修；接待，招待；（商店等）减价，奉送，附带赠品出售，奉送的赠品,13,1,0,1,6.0
太郎,たろう,长子，老大；男孩儿,13,1,0,1,6.0
神戸,こうべ,神户是日本兵库县东南部的市，为县厅所在地，指定城市面临大阪湾，在背靠六甲山地的狭长地上形成中心市街地日本数一数二的贸易港，阪神工业地带的中心,13,1,0,1,6.0
それから,それから,然后；还有,14,1,0,1,6.0
デュポン,でゅぽん,杜邦,14,1,0,1,6.0
フランス語,ふらんすご,法语,14,1,0,1,6.0
初めまして,はじめまして,初次见面,14,1,0,1,6.0
清水,しみず,泉水，清澈的泉水；清水静冈县中部、面骏河湾的城市，包括旧东海道的江尻宿驿和兴津宿驿是水产业和石油、金属、造纸等工业开发区，还有三保松原和日本平两处景点；日本的姓氏之一；《清水》狂言剧目之一梗概为：被差遣去汲茶道用水的仆人谎称有鬼而逃回，当主人去取水桶时，他戴上面具扮鬼吓唬主人，却因声音被识破,14,1,0,1,6.0
あの人,あのひと,他，她，那个人；丈夫；女朋友；男朋友,15,1,0,1,6.0
そこ,そこ,（指代对方附近）那里；指刚才提及的事情或状态,15,1,0,1,6.0
天井,てんじょう,顶棚，天花板；物体内部最高处；顶点，最高限度,15,1,0,1,6.0
日本人,にほんじん,日本人,15,1,0,1,6.0
瑞西,すいす,Suisse瑞士,15,1,0,1,6.0
脚,あし,脚腿,15,1,0,1,6.0
フランス,ふらんす,法国又可写「仏蘭西」,16,1,0,1,6.0
ベートーベン,べーとーべん,(英) Ludwig van Beethoven贝多芬,16,1,0,1,6.0
メールアドレス,めーるあどれす,mail address电子邮箱（地址）也略写为メアド,16,1,0,1,6.0
中国人,ちゅうごくじん,中国人,16,1,0,1,6.0
樹,き,木头，木材，木料(用材。材木。),16,1,0,1,6.0
いけない,いけない,不行；不可以；不好；不能,17,1,0,1,6.0
分かり,わかり,领会，理解，明白,17,1,0,1,6.0
東京,とうきょう,东京,17,1,0,1,6.0
中国,ちゅうごく,中国,18,1,0,1,6.0
修理,しゅうり,修理，修缮,18,1,0,1,6.0
大統領,だいとうりょう,总统；老板,18,1,0,1,6.0
富士山,ふじさん,富士山横跨静冈、山梨两县的圆锥状成层火山，日本最高峰，海拔3776m自1707年喷发形成宝永山之后停止活动，火山口直径约800m现在汽车可开到半山腰,18,1,0,1,6.0
日本料理,にほんりょうり,日本菜，日本料理,18,1,0,1,6.0
遅れる,おくれる,迟到；进展慢,18,1,0,1,6.0
すみません,すみません,对不起，抱歉；麻烦你，不好意思；请问，问一下,19,1,0,1,6.0
クラシック,くらしっく,classic古典；古典的；古典音乐,19,1,0,1,6.0
ゴールデンウィーク,ごおるでんうぃいく,黄金周,19,1,0,1,6.0
シルク,しるく,silk丝；丝绸；生丝,20,1,0,1,6.0
太極拳,たいきょくけん,太极拳,20,1,0,1,6.0
御免,ごめん,许可，允许；请原谅；对不起；请不要见怪；不干，不能；准许，特许；免职，罢免,20,1,0,1,6.0
ガイド,がいど,guide 指南，引导，向导引路，亦指其人导游为外国旅游者做向导并兼翻译的人；指南，入门书，导读；指针，记号；引线环渔具之一，为引导主钓线由线轴向杆先端而在钓竿上安装的小环,21,1,0,1,6.0
後で,あとで,……之后；在……之后；稍后,21,1,0,1,6.0
獅子舞,ししまい,舞狮，狮子舞,21,1,0,1,6.0
